운영노선명,역명,승강기명,승강기 구분
,태릉입구(7),승강기)에스컬레이터-태릉입구(7) 내부 1호기,ES
,태릉입구(7),승강기)에스컬레이터-태릉입구(7) 내부 2호기,ES
,태릉입구(7),승강기)에스컬레이터-태릉입구(7) 내부 3호기,ES
,태릉입구(7),승강기)에스컬레이터-태릉입구(7) 내부 4호기,ES
,태릉입구(7),승강기)에스컬레이터-태릉입구(7) 내부(대합실) 5호기,ES
,태릉입구(7),승강기)에스컬레이터-태릉입구(7) 내부(대합실) 6호기,ES
,태릉입구(7),승강기)엘리베이터-태릉입구(7) 내부1,EV
,태릉입구(7),승강기)엘리베이터-태릉입구(7) 외부2,EV
,먹골,승강기)에스컬레이터-먹골 2번 출입구 외부 1호기,ES
,먹골,승강기)에스컬레이터-먹골 2번 출입구 외부 2호기,ES
,먹골,승강기)에스컬레이터-먹골 5번 출입구 외부 5호기,ES
,먹골,승강기)에스컬레이터-먹골 5번 출입구 외부 6호기,ES
,먹골,승강기)에스컬레이터-먹골 7번 출입구 외부 3호기,ES
,먹골,승강기)에스컬레이터-먹골 7번 출입구 외부 4호기,ES
,먹골,승강기)엘리베이터-먹골 내부1,EV
,먹골,승강기)엘리베이터-먹골 내부2,EV
,먹골,승강기)엘리베이터-먹골 외부3,EV
,중화,승강기)에스컬레이터-중화 3번 출입구 외부 5호기,ES
,중화,승강기)에스컬레이터-중화 3번 출입구 외부 6호기,ES
,중화,승강기)에스컬레이터-중화 내부 1호기,ES
,중화,승강기)에스컬레이터-중화 내부 2호기,ES
,중화,승강기)에스컬레이터-중화 내부 3호기,ES
,중화,승강기)에스컬레이터-중화 내부 4호기,ES
,중화,승강기)엘리베이터-중화 내부1,EV
,중화,승강기)엘리베이터-중화 내부2,EV
,중화,승강기)엘리베이터-중화 외부3,EV
,상봉(7),승강기)에스컬레이터-상봉(7) 1번 출입구 외부 1호기,ES
,상봉(7),승강기)에스컬레이터-상봉(7) 1번 출입구 외부 2호기,ES
,상봉(7),승강기)에스컬레이터-상봉(7) 2번 출입구 외부 3호기,ES
,상봉(7),승강기)에스컬레이터-상봉(7) 2번 출입구 외부 4호기,ES
,상봉(7),승강기)에스컬레이터-상봉(7) 3번 출입구 외부 5호기,ES
,상봉(7),승강기)에스컬레이터-상봉(7) 3번 출입구 외부 6호기,ES
,상봉(7),승강기)엘리베이터-상봉(7) 내부1,EV
,상봉(7),승강기)엘리베이터-상봉(7) 내부2,EV
,상봉(7),승강기)엘리베이터-상봉(7) 내부3,EV
,상봉(7),승강기)엘리베이터-상봉(7) 내부4,EV
,상봉(7),승강기)엘리베이터-상봉(7) 외부5,EV
,면목,승강기)에스컬레이터-면목 2번 출입구 외부 5호기,ES
,면목,승강기)에스컬레이터-면목 2번 출입구 외부 6호기,ES
,면목,승강기)에스컬레이터-면목 3번 출입구 외부 3호기,ES
,면목,승강기)에스컬레이터-면목 3번 출입구 외부 4호기,ES
,사가정,승강기)에스컬레이터-사가정 1번 출입구 외부 3호기,ES
,사가정,승강기)에스컬레이터-사가정 1번 출입구 외부 4호기,ES
,사가정,승강기)에스컬레이터-사가정 2번 출입구 외부 10호기,ES
,사가정,승강기)에스컬레이터-사가정 2번 출입구 외부 9호기,ES
,사가정,승강기)에스컬레이터-사가정 3번 출입구 외부 5호기,ES
,사가정,승강기)에스컬레이터-사가정 3번 출입구 외부 6호기,ES
,사가정,승강기)에스컬레이터-사가정 4번 출입구 외부 7호기,ES
,사가정,승강기)에스컬레이터-사가정 4번 출입구 외부 8호기,ES
,사가정,승강기)에스컬레이터-사가정 내부 1호기,ES
,사가정,승강기)에스컬레이터-사가정 내부 2호기,ES
,사가정,승강기)엘리베이터-사가정 내부1,EV
,사가정,승강기)엘리베이터-사가정 내부2,EV
,사가정,승강기)엘리베이터-사가정 외부3,EV
,용마산,승강기)에스컬레이터-용마산 1번 출입구 외부 5호기,ES
,용마산,승강기)에스컬레이터-용마산 1번 출입구 외부 6호기,ES
,용마산,승강기)에스컬레이터-용마산 3번 출입구 외부 7호기,ES
,용마산,승강기)에스컬레이터-용마산 3번 출입구 외부 8호기,ES
,용마산,승강기)에스컬레이터-용마산 내부 1호기,ES
,용마산,승강기)에스컬레이터-용마산 내부 2호기,ES
,용마산,승강기)에스컬레이터-용마산 내부 3호기,ES
,용마산,승강기)에스컬레이터-용마산 내부 4호기,ES
,용마산,승강기)엘리베이터-용마산 내부1,EV
,용마산,승강기)엘리베이터-용마산 내부2,EV
,용마산,승강기)엘리베이터-용마산 외부3,EV
,중곡,승강기)에스컬레이터-중곡 2번 출입구 외부 3호기,ES
,중곡,승강기)에스컬레이터-중곡 2번 출입구 외부 4호기,ES
,중곡,승강기)에스컬레이터-중곡 3번 출입구 외부 1호기,ES
,중곡,승강기)에스컬레이터-중곡 3번 출입구 외부 2호기,ES
,중곡,승강기)엘리베이터-중곡 내부1,EV
,중곡,승강기)엘리베이터-중곡 내부2,EV
,중곡,승강기)엘리베이터-중곡 외부3,EV
,군자(7),승강기)에스컬레이터-군자(7) 내부 1호기,ES
,군자(7),승강기)에스컬레이터-군자(7) 내부 2호기,ES
,군자(7),승강기)에스컬레이터-군자(7) 내부 3호기,ES
,군자(7),승강기)에스컬레이터-군자(7) 내부 4호기,ES
,군자(7),승강기)에스컬레이터-군자(7) 내부 5호기,ES
,군자(7),승강기)에스컬레이터-군자(7) 내부 6호기,ES
,군자(7),승강기)엘리베이터-군자(7) 7번출구측 외부1,EV
,어린이대공원,승강기)에스컬레이터-어린이대공원 1번 출입구 외부 5호기,ES
,어린이대공원,승강기)에스컬레이터-어린이대공원 1번 출입구 외부 6호기,ES
,어린이대공원,승강기)에스컬레이터-어린이대공원 3번 출입구 외부 3호기,ES
,어린이대공원,승강기)에스컬레이터-어린이대공원 3번 출입구 외부 4호기,ES
,어린이대공원,승강기)에스컬레이터-어린이대공원 5번 출입구 외부 1호기,ES
,어린이대공원,승강기)에스컬레이터-어린이대공원 5번 출입구 외부 2호기,ES
,어린이대공원,승강기)엘리베이터-어린이대공원 내부1,EV
,어린이대공원,승강기)엘리베이터-어린이대공원 내부2,EV
,어린이대공원,승강기)엘리베이터-어린이대공원 외부3,EV
,어린이대공원,승강기)엘리베이터-어린이대공원 외부4,EV
,건대입구(7),승강기)에스컬레이터-건대입구(7) 3번 출입구 외부 10호기,ES
,건대입구(7),승강기)에스컬레이터-건대입구(7) 3번 출입구 외부 11호기,ES
,건대입구(7),승강기)에스컬레이터-건대입구(7) 내부 1호기,ES
,건대입구(7),승강기)에스컬레이터-건대입구(7) 내부 2호기,ES
,건대입구(7),승강기)에스컬레이터-건대입구(7) 내부 3호기,ES
,건대입구(7),승강기)에스컬레이터-건대입구(7) 내부 4호기,ES
,건대입구(7),승강기)에스컬레이터-건대입구(7) 내부 5호기,ES
,건대입구(7),승강기)에스컬레이터-건대입구(7) 내부 6호기,ES
,건대입구(7),승강기)에스컬레이터-건대입구(7) 내부 7호기,ES
,건대입구(7),승강기)에스컬레이터-건대입구(7) 내부 8호기,ES
,건대입구(7),승강기)에스컬레이터-건대입구(7) 내부 9호기,ES
,건대입구(7),승강기)엘리베이터-건대입구(7) 내부1,EV
,건대입구(7),승강기)엘리베이터-건대입구(7) 내부2,EV
,건대입구(7),승강기)휠체어리프트-건대입구(7) 외부 3,WL
,자양(뚝섬한강공원),승강기)에스컬레이터-자양역 1번 출입구 외부 1호기,ES
,자양(뚝섬한강공원),승강기)에스컬레이터-자양역 1번 출입구 외부 2호기,ES
,자양(뚝섬한강공원),승강기)에스컬레이터-자양역 4번 출입구 외부 3호기,ES
,자양(뚝섬한강공원),승강기)에스컬레이터-자양역 4번 출입구 외부 4호기,ES
,자양(뚝섬한강공원),승강기)엘리베이터-자양역 내부2,EV
,자양(뚝섬한강공원),승강기)엘리베이터-자양역 내부3,EV
,자양(뚝섬한강공원),승강기)엘리베이터-자양역 외부1,EV
,청담,승강기)에스컬레이터-청담 10번 출입구 외부 5호기,ES
,청담,승강기)에스컬레이터-청담 10번 출입구 외부 6호기,ES
,청담,승강기)에스컬레이터-청담 1번 출입구 외부 7호기,ES
,청담,승강기)에스컬레이터-청담 1번 출입구 외부 8호기,ES
,청담,승강기)에스컬레이터-청담 2번 출입구 외부 10호기,ES
,청담,승강기)에스컬레이터-청담 2번 출입구 외부 9호기,ES
,청담,승강기)에스컬레이터-청담 4번 출입구 외부 3호기,ES
,청담,승강기)에스컬레이터-청담 4번 출입구 외부 4호기,ES
,청담,승강기)에스컬레이터-청담 6번 출입구 외부 11호기,ES
,청담,승강기)에스컬레이터-청담 6번 출입구 외부 12호기,ES
,청담,승강기)에스컬레이터-청담 7번 출입구 외부 13호기,ES
,청담,승강기)에스컬레이터-청담 7번 출입구 외부 14호기,ES
,청담,승강기)에스컬레이터-청담 9번 출입구 외부 15호기,ES
,청담,승강기)에스컬레이터-청담 9번 출입구 외부 16호기,ES
,청담,승강기)에스컬레이터-청담 내부 1호기,ES
,청담,승강기)에스컬레이터-청담 내부 2호기,ES
,청담,승강기)엘리베이터-청담 내부 E/L 3호기,EV
,청담,승강기)엘리베이터-청담 내부 E/L 4호기,EV
,청담,승강기)엘리베이터-청담 외부1,EV
,청담,승강기)엘리베이터-청담 외부2,EV
,강남구청(7),승강기)에스컬레이터-강남구청(7) 내부 1호기,ES
,강남구청(7),승강기)에스컬레이터-강남구청(7) 내부 2호기,ES
,강남구청(7),승강기)에스컬레이터-강남구청(7) 내부 3호기,ES
,강남구청(7),승강기)에스컬레이터-강남구청(7) 내부 4호기,ES
,강남구청(7),승강기)에스컬레이터-강남구청(7) 내부 5호기,ES
,강남구청(7),승강기)에스컬레이터-강남구청(7) 내부 6호기,ES
,강남구청(7),승강기)에스컬레이터-강남구청(7) 내부 7호기,ES
,강남구청(7),승강기)엘리베이터-강남구청(7) 내부1,EV
,강남구청(7),승강기)엘리베이터-강남구청(7) 내부2,EV
,학동,승강기)에스컬레이터-학동 10번 출입구 외부 7호기,ES
,학동,승강기)에스컬레이터-학동 10번 출입구 외부 8호기,ES
,학동,승강기)에스컬레이터-학동 1번 출입구 외부 5호기,ES
,학동,승강기)에스컬레이터-학동 1번 출입구 외부 6호기,ES
,학동,승강기)에스컬레이터-학동 내부 10호기,ES
,학동,승강기)에스컬레이터-학동 내부 1호기,ES
,학동,승강기)에스컬레이터-학동 내부 2호기,ES
,학동,승강기)에스컬레이터-학동 내부 3호기,ES
,학동,승강기)에스컬레이터-학동 내부 4호기,ES
,학동,승강기)에스컬레이터-학동 내부 9호기,ES
,학동,승강기)엘리베이터-학동 내부1,EV
,학동,승강기)엘리베이터-학동 내부2,EV
,학동,승강기)엘리베이터-학동 외부3,EV
,논현,승강기)에스컬레이터-논현 내부 10호기,ES
,논현,승강기)에스컬레이터-논현 내부 11호기,ES
,논현,승강기)에스컬레이터-논현 내부 1호기,ES
,논현,승강기)에스컬레이터-논현 내부 2호기,ES
,논현,승강기)에스컬레이터-논현 내부 3호기,ES
,논현,승강기)에스컬레이터-논현 내부 4호기,ES
,논현,승강기)에스컬레이터-논현 내부 5호기,ES
,논현,승강기)에스컬레이터-논현 내부 6호기,ES
,논현,승강기)에스컬레이터-논현 내부 7호기,ES
,논현,승강기)에스컬레이터-논현 내부 8호기,ES
,논현,승강기)에스컬레이터-논현 내부 9호기,ES
,논현,승강기)에스컬레이터-논현 외부 2번 출입구 12호기,ES
,논현,승강기)에스컬레이터-논현 외부 2번 출입구 13호기,ES
,논현,승강기)에스컬레이터-논현 외부 3번 출입구 16호기,ES
,논현,승강기)에스컬레이터-논현 외부 3번 출입구 17호기,ES
,논현,승강기)에스컬레이터-논현 외부 6번 출입구 18호기,ES
,논현,승강기)에스컬레이터-논현 외부 6번 출입구 19호기,ES
,논현,승강기)에스컬레이터-논현 외부 7번 출입구 14호기,ES
,논현,승강기)에스컬레이터-논현 외부 7번 출입구 15호기,ES
,논현,승강기)엘리베이터-논현 내부1,EV
,논현,승강기)엘리베이터-논현 내부2,EV
,논현,승강기)엘리베이터-논현 외부3,EV
,반포,승강기)에스컬레이터-반포 1번 출입구 외부 1호기,ES
,반포,승강기)에스컬레이터-반포 1번 출입구 외부 2호기,ES
,반포,승강기)에스컬레이터-반포 6번 출입구 외부 3호기,ES
,반포,승강기)에스컬레이터-반포 6번 출입구 외부 4호기,ES
,반포,승강기)에스컬레이터-반포 내부 5호기,ES
,반포,승강기)에스컬레이터-반포 내부 6호기,ES
,반포,승강기)엘리베이터-반포 내부1,EV
,반포,승강기)엘리베이터-반포 내부2,EV
,반포,승강기)엘리베이터-반포 외부3,EV
,반포,승강기)엘리베이터-반포 외부4,EV
,반포,승강기)휠체어리프트-반포 내부 1,WL
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 10호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 11호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 12호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 13호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 14호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 15호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 16호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 17호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 18호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 19호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 1호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 20호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 21호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 2호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 3호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 4호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 5호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 6호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 7호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 8호기,ES
,고속터미널(7),승강기)에스컬레이터-고속터미널(7) 내부 9호기,ES
,고속터미널(7),승강기)엘리베이터-고속터미널(7) 내부1,EV
,고속터미널(7),승강기)엘리베이터-고속터미널(7) 내부2,EV
,고속터미널(7),승강기)엘리베이터_고속터미널(7)역 4번출구 E/L 3호기 15인승(P2,EV
,고속터미널(7),승강기)휠체어리프트-고속터미널(7) 내부 1,WL
,고속터미널(7),승강기)휠체어리프트-고속터미널(7) 내부 2,WL
,고속터미널(7),승강기)휠체어리프트-고속터미널(7) 내부 3,WL
,고속터미널(7),승강기)휠체어리프트-고속터미널(7) 내부 4,WL
,내방,승강기)에스컬레이터-내방 2번 출입구 외부 1호기,ES
,내방,승강기)에스컬레이터-내방 2번 출입구 외부 2호기,ES
,내방,승강기)에스컬레이터-내방 4번 출입구 외부 3호기,ES
,내방,승강기)에스컬레이터-내방 4번 출입구 외부 4호기,ES
,내방,승강기)에스컬레이터-내방 6번 출입구 외부 5호기,ES
,내방,승강기)에스컬레이터-내방 6번 출입구 외부 6호기,ES
,내방,승강기)에스컬레이터-내방 7번 출입구 외부 7호기,ES
,내방,승강기)에스컬레이터-내방 7번 출입구 외부 8호기,ES
,내방,승강기)에스컬레이터-내방 내부 10호기,ES
,내방,승강기)에스컬레이터-내방 내부 9호기,ES
,내방,승강기)엘리베이터-내방 내부1,EV
,내방,승강기)엘리베이터-내방 내부2,EV
,내방,승강기)엘리베이터-내방 내부3,EV
,내방,승강기)엘리베이터-내방 외부4,EV
,내방,승강기)엘리베이터-내방 외부5,EV
,이수(7),승강기)무빙워크-이수(7) 1,MW
,이수(7),승강기)무빙워크-이수(7) 2,MW
,이수(7),승강기)에스컬레이터-이수(7) 10번 출입구 22호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 10번 출입구 23호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 12번 출입구 20호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 12번 출입구 21호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 3번 출입구 18호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 3번 출입구 19호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 6번 출입구 14호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 6번 출입구 15호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 7번 출입구 16호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 7번 출입구 17호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 내부 10호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 내부 11호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 내부 12호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 내부 13호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 내부 1호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 내부 2호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 내부 3호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 내부 4호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 내부 5호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 내부 6호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 내부 7호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 내부 8호기,ES
,이수(7),승강기)에스컬레이터-이수(7) 내부 9호기,ES
,이수(7),승강기)엘리베이터-이수(7) 내부1,EV
,이수(7),승강기)엘리베이터-이수(7) 내부2,EV
,이수(7),승강기)엘리베이터-이수(7) 외부3,EV
,이수(7),승강기)휠체어리프트-이수(7) 내부 1,WL
,이수(7),승강기)휠체어리프트-이수(7) 내부 2,WL
,남성,승강기)에스컬레이터-남성 1번 출입구 외부 2호기,ES
,남성,승강기)에스컬레이터-남성 1번 출입구 외부 3호기,ES
,남성,승강기)에스컬레이터-남성 2번 출입구 내부 11호기,ES
,남성,승강기)에스컬레이터-남성 2번 출입구 내부 12호기,ES
,남성,승강기)에스컬레이터-남성 2번 출입구 외부 13호기,ES
,남성,승강기)에스컬레이터-남성 2번 출입구 외부 14호기,ES
,남성,승강기)에스컬레이터-남성 3번 출입구 외부 10호기,ES
,남성,승강기)에스컬레이터-남성 3번 출입구 외부 9호기,ES
,남성,승강기)에스컬레이터-남성 4번 출입구 외부 4호기,ES
,남성,승강기)에스컬레이터-남성 4번 출입구 외부 5호기,ES
,남성,승강기)에스컬레이터-남성 내부 1호기,ES
,남성,승강기)에스컬레이터-남성 내부 6호기,ES
,남성,승강기)에스컬레이터-남성 내부 7호기,ES
,남성,승강기)에스컬레이터-남성 내부 8호기,ES
,남성,승강기)엘리베이터-남성 2번 출입구 외부4,EV
,남성,승강기)엘리베이터-남성 내부1,EV
,남성,승강기)엘리베이터-남성 내부2,EV
,남성,승강기)엘리베이터-남성 외부3,EV
,숭실대입구,승강기)에스컬레이터-숭실대입구 1번 출입구 외부 7호기,ES
,숭실대입구,승강기)에스컬레이터-숭실대입구 1번 출입구 외부 8호기,ES
,숭실대입구,승강기)에스컬레이터-숭실대입구 3번 출입구 외부 11호기,ES
,숭실대입구,승강기)에스컬레이터-숭실대입구 3번 출입구 외부 12호기,ES
,숭실대입구,승강기)에스컬레이터-숭실대입구 4번 출입구 외부 10호기,ES
,숭실대입구,승강기)에스컬레이터-숭실대입구 4번 출입구 외부 9호기,ES
,숭실대입구,승강기)에스컬레이터-숭실대입구 내부 1호기,ES
,숭실대입구,승강기)에스컬레이터-숭실대입구 내부 2호기,ES
,숭실대입구,승강기)에스컬레이터-숭실대입구 내부 3호기,ES
,숭실대입구,승강기)에스컬레이터-숭실대입구 내부 4호기,ES
,숭실대입구,승강기)에스컬레이터-숭실대입구 내부 5호기,ES
,숭실대입구,승강기)에스컬레이터-숭실대입구 내부 6호기,ES
,숭실대입구,승강기)엘리베이터-숭실대입구 내부1,EV
,숭실대입구,승강기)엘리베이터-숭실대입구 내부2,EV
,숭실대입구,승강기)엘리베이터-숭실대입구 외부3,EV
,숭실대입구,승강기)엘리베이터-숭실대입구 외부4,EV
,상도,승강기)에스컬레이터-상도 2번 출입구 6호기,ES
,상도,승강기)에스컬레이터-상도 2번 출입구 7호기,ES
,상도,승강기)에스컬레이터-상도 4번 출입구 10호기,ES
,상도,승강기)에스컬레이터-상도 4번 출입구 11호기,ES
,상도,승강기)에스컬레이터-상도 5번 출입구 8호기,ES
,상도,승강기)에스컬레이터-상도 5번 출입구 9호기,ES
,상도,승강기)에스컬레이터-상도 내부 1호기,ES
,상도,승강기)에스컬레이터-상도 내부 2호기,ES
,상도,승강기)에스컬레이터-상도 내부 3호기,ES
,상도,승강기)에스컬레이터-상도 내부 4호기,ES
,상도,승강기)에스컬레이터-상도 내부 5호기,ES
,상도,승강기)엘리베이터-상도 내부1,EV
,상도,승강기)엘리베이터-상도 내부2,EV
,상도,승강기)엘리베이터-상도 외부3,EV
,장승배기,승강기)에스컬레이터-장승배기 1번 출입구 외부 5호기,ES
,장승배기,승강기)에스컬레이터-장승배기 1번 출입구 외부 6호기,ES
,장승배기,승강기)에스컬레이터-장승배기 2번 출입구 외부 8호기,ES
,장승배기,승강기)에스컬레이터-장승배기 6번 출입구 외부 10호기,ES
,장승배기,승강기)에스컬레이터-장승배기 6번 출입구 외부 9호기,ES
,장승배기,승강기)에스컬레이터-장승배기 내부 11호기,ES
,장승배기,승강기)에스컬레이터-장승배기 내부 12호기,ES
,장승배기,승강기)에스컬레이터-장승배기 내부 13호기,ES
,장승배기,승강기)에스컬레이터-장승배기 내부 14호기,ES
,장승배기,승강기)에스컬레이터-장승배기 내부 1호기,ES
,장승배기,승강기)에스컬레이터-장승배기 내부 2호기,ES
,장승배기,승강기)에스컬레이터-장승배기 내부 3호기,ES
,장승배기,승강기)에스컬레이터-장승배기 내부 4호기,ES
,장승배기,승강기)에스컬레이터-장승배기 내부 7호기,ES
,장승배기,승강기)엘리베이터-장승배기 내부1,EV
,장승배기,승강기)엘리베이터-장승배기 내부2,EV
,장승배기,승강기)엘리베이터-장승배기 외부3,EV
,신대방삼거리,승강기)에스컬레이터-신대방삼거리 1번 출입구 5호기,ES
,신대방삼거리,승강기)에스컬레이터-신대방삼거리 1번 출입구 6호기,ES
,신대방삼거리,승강기)에스컬레이터-신대방삼거리 3번 출입구 7호기,ES
,신대방삼거리,승강기)에스컬레이터-신대방삼거리 3번 출입구 8호기,ES
,신대방삼거리,승강기)에스컬레이터-신대방삼거리 내부 10호기,ES
,신대방삼거리,승강기)에스컬레이터-신대방삼거리 내부 11호기,ES
,신대방삼거리,승강기)에스컬레이터-신대방삼거리 내부 12호기,ES
,신대방삼거리,승강기)에스컬레이터-신대방삼거리 내부 1호기,ES
,신대방삼거리,승강기)에스컬레이터-신대방삼거리 내부 2호기,ES
,신대방삼거리,승강기)에스컬레이터-신대방삼거리 내부 3호기,ES
,신대방삼거리,승강기)에스컬레이터-신대방삼거리 내부 4호기,ES
,신대방삼거리,승강기)에스컬레이터-신대방삼거리 내부 9호기,ES
,신대방삼거리,승강기)엘리베이터-신대방삼거리 내부1,EV
,신대방삼거리,승강기)엘리베이터-신대방삼거리 내부2,EV
,신대방삼거리,승강기)엘리베이터-신대방삼거리 내부3,EV
,신대방삼거리,승강기)엘리베이터-신대방삼거리 외부4,EV
,보라매,승강기)에스컬레이터-보라매 8번 출입구 2호기,ES
,보라매,승강기)에스컬레이터-보라매 8번 출입구 3호기,ES
,보라매,승강기)에스컬레이터-보라매 내부 1호기,ES
,보라매,승강기)에스컬레이터-보라매 내부 4호기,ES
,보라매,승강기)엘리베이터-보라매 내부1,EV
,보라매,승강기)엘리베이터-보라매 외부2,EV
,신풍,승강기)에스컬레이터-신풍 1번 출입구 외부 1호기,ES
,신풍,승강기)에스컬레이터-신풍 1번 출입구 외부 2호기,ES
,신풍,승강기)에스컬레이터-신풍 3번 출입구 외부 3호기[P2410043],ES
,신풍,승강기)에스컬레이터-신풍 3번 출입구 외부 4호기[P2410043],ES
,신풍,승강기)엘리베이터-신풍 내부1,EV
,신풍,승강기)엘리베이터-신풍 내부2,EV
,신풍,승강기)엘리베이터-신풍 외부3,EV
,신풍,승강기)엘리베이터-신풍 외부4,EV
,대림(7),승강기)에스컬레이터-대림(7) 10번 출입구 외부 5호기,ES
,대림(7),승강기)에스컬레이터-대림(7) 10번 출입구 외부 6호기,ES
,대림(7),승강기)에스컬레이터-대림(7) 11번 출입구 외부 12호기,ES
,대림(7),승강기)에스컬레이터-대림(7) 11번 출입구 외부 13호기,ES
,대림(7),승강기)에스컬레이터-대림(7) 내부 10호기,ES
,대림(7),승강기)에스컬레이터-대림(7) 내부 11호기,ES
,대림(7),승강기)에스컬레이터-대림(7) 내부 1호기,ES
,대림(7),승강기)에스컬레이터-대림(7) 내부 2호기,ES
,대림(7),승강기)에스컬레이터-대림(7) 내부 3호기,ES
,대림(7),승강기)에스컬레이터-대림(7) 내부 4호기,ES
,대림(7),승강기)에스컬레이터-대림(7) 내부 7호기,ES
,대림(7),승강기)에스컬레이터-대림(7) 내부 8호기,ES
,대림(7),승강기)에스컬레이터-대림(7) 내부 9호기,ES
,대림(7),승강기)엘리베이터-대림(7) 내부1,EV
,대림(7),승강기)엘리베이터-대림(7) 내부2,EV
,대림(7),승강기)엘리베이터-대림(7) 외부3,EV
,대림(7),승강기)휠체어리프트-대림(7) 내부 1,WL
,남구로,승강기)에스컬레이터-남구로 2번 출입구 10호기,ES
,남구로,승강기)에스컬레이터-남구로 2번 출입구 9호기,ES
,남구로,승강기)에스컬레이터-남구로 5번 출입구 11호기,ES
,남구로,승강기)에스컬레이터-남구로 5번 출입구 12호기,ES
,남구로,승강기)에스컬레이터-남구로 내부 1호기,ES
,남구로,승강기)에스컬레이터-남구로 내부 2호기,ES
,남구로,승강기)에스컬레이터-남구로 내부 3호기,ES
,남구로,승강기)에스컬레이터-남구로 내부 4호기,ES
,남구로,승강기)에스컬레이터-남구로 내부 5호기,ES
,남구로,승강기)에스컬레이터-남구로 내부 6호기,ES
,남구로,승강기)에스컬레이터-남구로 내부 7호기,ES
,남구로,승강기)에스컬레이터-남구로 내부 8호기,ES
,남구로,승강기)휠체어리프트-남구로 내부 10,WL
,남구로,승강기)휠체어리프트-남구로 내부 2,WL
,남구로,승강기)휠체어리프트-남구로 내부 4,WL
,남구로,승강기)휠체어리프트-남구로 내부 6,WL
,남구로,승강기)휠체어리프트-남구로 내부 9,WL
,남구로,승강기)휠체어리프트-남구로 외부 11,WL
,가산디지털단지(7),승강기)에스컬레이터-가산디지털단지(7) 7번 출입구 7호기,ES
,가산디지털단지(7),승강기)에스컬레이터-가산디지털단지(7) 7번 출입구 8호기,ES
,가산디지털단지(7),승강기)에스컬레이터-가산디지털단지(7) 8번 출입구 17호기,ES
,가산디지털단지(7),승강기)에스컬레이터-가산디지털단지(7) 8번 출입구 18호기,ES
,가산디지털단지(7),승강기)에스컬레이터-가산디지털단지(7) 내부 10호기,ES
,가산디지털단지(7),승강기)에스컬레이터-가산디지털단지(7) 내부 11호기,ES
,가산디지털단지(7),승강기)에스컬레이터-가산디지털단지(7) 내부 12호기,ES
,가산디지털단지(7),승강기)에스컬레이터-가산디지털단지(7) 내부 1호기,ES
,가산디지털단지(7),승강기)에스컬레이터-가산디지털단지(7) 내부 2호기,ES
,가산디지털단지(7),승강기)에스컬레이터-가산디지털단지(7) 내부 3호기,ES
,가산디지털단지(7),승강기)에스컬레이터-가산디지털단지(7) 내부 4호기,ES
,가산디지털단지(7),승강기)에스컬레이터-가산디지털단지(7) 내부 5호기,ES
